"chromosomeName"	"start"	"end"	"readsL"	"readsR"	"isNonBlind"	"leftFragEndValid"	"rightFragEndValid"
10	69914802	69915077	1	0	TRUE	FALSE	TRUE
10	69915082	69915347	4	78	TRUE	TRUE	FALSE
10	69915352	69915853	6	2	TRUE	TRUE	TRUE
10	69915858	69916611	2	17	FALSE	TRUE	TRUE
10	69916616	69916714	7	6	FALSE	TRUE	TRUE
10	69916719	69916742	0	9	FALSE	FALSE	FALSE
10	69916747	69916791	1	2	FALSE	TRUE	TRUE
10	69916796	69917405	8	43	TRUE	TRUE	TRUE
10	69917410	69917546	186	2	TRUE	FALSE	FALSE
10	69917551	69917943	33	7	TRUE	TRUE	TRUE
10	69917948	69918555	3	9	FALSE	TRUE	TRUE
10	69918560	69918634	0	1	FALSE	TRUE	TRUE
10	69918639	69919307	80	0	TRUE	TRUE	TRUE
10	69919312	69919352	28	0	FALSE	TRUE	TRUE
10	69919357	69919634	22	0	FALSE	TRUE	TRUE
10	69919639	69919643	9	10	FALSE	FALSE	FALSE
10	69919648	69919984	0	0	TRUE	TRUE	TRUE
10	69919989	69920346	6	2	TRUE	TRUE	TRUE
10	69920351	69920397	0	3	FALSE	TRUE	TRUE
10	69920402	69920407	3	2	FALSE	FALSE	FALSE
10	69920412	69920488	78	52	TRUE	FALSE	FALSE
10	69920493	69921067	9	12	TRUE	FALSE	FALSE
10	69921072	69921112	72	0	FALSE	TRUE	FALSE
10	69921117	69921122	4	4	FALSE	FALSE	FALSE
10	69921127	69921429	352	32	TRUE	TRUE	TRUE
10	69921434	69921495	1	1242	TRUE	TRUE	FALSE
10	69921500	69921654	4	6	TRUE	TRUE	FALSE
10	69921659	69921734	39	6	TRUE	TRUE	FALSE
10	69921739	69921992	2	179	TRUE	TRUE	TRUE
10	69921997	69922027	2	0	FALSE	TRUE	TRUE
10	69922032	69922437	41	2	TRUE	TRUE	TRUE
10	69922442	69922647	12	0	TRUE	FALSE	TRUE
10	69922652	69922679	10	151	FALSE	TRUE	TRUE
10	69922684	69922729	5	1	TRUE	FALSE	TRUE
10	69922734	69922840	14	1	TRUE	FALSE	TRUE
10	69922845	69922921	38	4	FALSE	TRUE	TRUE
10	69922926	69923162	8	4	TRUE	TRUE	FALSE
10	69923167	69923725	2	2	TRUE	FALSE	TRUE
10	69923730	69923991	0	3	TRUE	TRUE	TRUE
10	69923996	69924006	2	0	FALSE	FALSE	FALSE
10	69924011	69924080	36	3	FALSE	TRUE	TRUE
10	69924085	69924108	0	1	FALSE	FALSE	FALSE
10	69924113	69924137	20	0	FALSE	FALSE	FALSE
10	69924142	69924204	20	0	FALSE	TRUE	TRUE
10	69924209	69924220	9	2	FALSE	FALSE	FALSE
10	69924225	69924253	2	0	FALSE	TRUE	TRUE
10	69924258	69924308	1154	22	FALSE	TRUE	TRUE
10	69924313	69924479	0	2	FALSE	TRUE	TRUE
10	69924484	69924934	33	0	TRUE	TRUE	TRUE
10	69924939	69925023	384	491	TRUE	TRUE	TRUE
10	69925028	69925078	34	2	FALSE	FALSE	FALSE
10	69925083	69925249	57	0	TRUE	FALSE	TRUE
10	69925254	69925515	4	4	FALSE	TRUE	TRUE
10	69925520	69925991	3	2	TRUE	TRUE	TRUE
10	69925996	69926655	0	0	TRUE	TRUE	TRUE
10	69926660	69926888	0	2	TRUE	FALSE	TRUE
10	69926893	69927185	32	78	FALSE	TRUE	TRUE
10	69927190	69927246	0	0	FALSE	TRUE	TRUE
10	69927251	69927294	11	0	FALSE	TRUE	TRUE
10	69927299	69927427	1	1	FALSE	TRUE	TRUE
10	69927432	69927524	20	0	FALSE	TRUE	TRUE
10	69927529	69927871	1	883	TRUE	TRUE	TRUE
10	69927876	69927877	4	37	FALSE	FALSE	FALSE
10	69927882	69927895	13	4	FALSE	FALSE	FALSE
10	69927900	69928528	1	1	TRUE	TRUE	TRUE
10	69928533	69928538	1	10	FALSE	FALSE	FALSE
10	69928543	69928786	11	4	TRUE	TRUE	TRUE
10	69928791	69928827	812	3	FALSE	TRUE	TRUE
10	69928832	69928837	7	2	FALSE	FALSE	FALSE
10	69928842	69929177	1	21	TRUE	FALSE	TRUE
10	69929182	69929334	6	31	FALSE	TRUE	TRUE
10	69929339	69929412	10	0	FALSE	TRUE	TRUE
10	69929417	69929695	40	12	TRUE	TRUE	TRUE
10	69929700	69929954	0	22	TRUE	TRUE	TRUE
10	69929959	69930013	12	7	FALSE	TRUE	TRUE
10	69930018	69930054	2	22	FALSE	TRUE	TRUE
10	69930059	69930217	6	0	FALSE	TRUE	TRUE
10	69930222	69930630	2	236	TRUE	TRUE	TRUE
10	69930635	69930720	0	64	TRUE	FALSE	TRUE
10	69930725	69930765	0	2	FALSE	FALSE	FALSE
10	69930770	69930775	10	468	FALSE	FALSE	FALSE
10	69930780	69930859	4	10	FALSE	TRUE	FALSE
10	69930864	69931925	9	0	FALSE	FALSE	FALSE
10	69931930	69932689	3	4	TRUE	TRUE	FALSE
10	69932694	69933025	7	0	TRUE	TRUE	TRUE
10	69933030	69933033	0	163	FALSE	FALSE	FALSE
10	69933038	69933070	18	2	FALSE	TRUE	TRUE
10	69933075	69933559	2	258	TRUE	TRUE	TRUE
10	69933564	69933622	2	4	FALSE	TRUE	TRUE
10	69933627	69933702	161	9	TRUE	FALSE	FALSE
10	69933707	69933712	0	2	FALSE	FALSE	FALSE
10	69933717	69933921	24	0	FALSE	TRUE	TRUE
10	69933926	69934383	2	1	FALSE	TRUE	TRUE
10	69934388	69934410	67	1	FALSE	FALSE	FALSE
10	69934415	69934626	0	152	TRUE	TRUE	TRUE
10	69934631	69934706	237	7	TRUE	FALSE	TRUE
10	69934711	69934763	0	12	FALSE	TRUE	TRUE
10	69934768	69935046	1	9	TRUE	FALSE	TRUE
10	69935051	69935360	41	13	FALSE	TRUE	TRUE
10	69935365	69935432	38	3	TRUE	FALSE	TRUE
10	69935437	69935698	0	1	TRUE	TRUE	TRUE
10	69935703	69935908	8	0	TRUE	TRUE	TRUE
10	69935913	69936295	496	8	FALSE	TRUE	TRUE
10	69936300	69936446	2	2	FALSE	TRUE	TRUE
10	69936451	69936655	0	294	FALSE	TRUE	TRUE
10	69936660	69936924	2	9	TRUE	TRUE	TRUE
10	69936929	69936934	4	3	FALSE	FALSE	FALSE
10	69936939	69937001	0	4	FALSE	TRUE	TRUE
10	69937006	69937162	2	0	TRUE	TRUE	FALSE
10	69937167	69937167	11	16	FALSE	FALSE	FALSE
10	69937172	69937347	85	5	TRUE	TRUE	TRUE
10	69937352	69937545	0	3	FALSE	TRUE	TRUE
10	69937550	69937687	4	0	FALSE	TRUE	TRUE
10	69937692	69937717	2	128	FALSE	TRUE	TRUE
10	69937722	69938196	9	0	TRUE	TRUE	FALSE
10	69938201	69938423	0	0	TRUE	TRUE	FALSE
10	69938428	69938517	4	0	TRUE	TRUE	FALSE
10	69938522	69938541	1	4	FALSE	FALSE	FALSE
10	69938546	69938551	1	2	FALSE	FALSE	FALSE
10	69938556	69938915	16	1	FALSE	TRUE	TRUE
10	69938920	69938959	2	3	FALSE	TRUE	TRUE
10	69938964	69939100	2	45	FALSE	TRUE	TRUE
10	69939105	69939187	31	4	FALSE	TRUE	TRUE
10	69939192	69940492	0	30	TRUE	TRUE	TRUE
10	69940497	69941108	76	3	FALSE	TRUE	FALSE
10	69941113	69941200	9	2	FALSE	FALSE	TRUE
10	69941205	69941245	57	64	FALSE	TRUE	FALSE
10	69941250	69941325	5	26	TRUE	FALSE	FALSE
10	69941330	69941335	0	1	FALSE	FALSE	FALSE
10	69941340	69941437	19	10	TRUE	TRUE	TRUE
10	69941442	69942323	1	3	FALSE	TRUE	FALSE
10	69942328	69942372	0	42	FALSE	FALSE	TRUE
10	69942377	69942417	1427	0	FALSE	TRUE	TRUE
10	69942422	69942543	3	384	TRUE	FALSE	FALSE
10	69942548	69942606	3	198	FALSE	TRUE	TRUE
10	69942611	69942912	857	0	FALSE	TRUE	TRUE
10	69942917	69943032	1	4	FALSE	TRUE	FALSE
10	69943037	69943638	31	2	TRUE	TRUE	TRUE
10	69943643	69943732	4	7	FALSE	TRUE	TRUE
10	69943737	69944111	63	22	TRUE	FALSE	FALSE
10	69944116	69944396	5	85	TRUE	TRUE	TRUE
10	69944401	69944876	131	1	TRUE	TRUE	FALSE
10	69944881	69945345	21	33	TRUE	TRUE	TRUE
10	69945350	69945372	15	0	TRUE	FALSE	FALSE
10	69945377	69945454	1175	5	FALSE	TRUE	TRUE
10	69945459	69945567	177	1	FALSE	TRUE	TRUE
10	69945572	69945757	4	6	FALSE	TRUE	TRUE
10	69945762	69946224	0	4	TRUE	TRUE	TRUE
10	69946229	69946347	2	0	FALSE	TRUE	TRUE
10	69946352	69946409	0	1	FALSE	TRUE	TRUE
10	69946414	69946453	0	0	TRUE	FALSE	FALSE
10	69946458	69946853	6	0	TRUE	TRUE	TRUE
10	69946858	69946943	3	0	TRUE	FALSE	FALSE
10	69946948	69946988	11	2	FALSE	FALSE	TRUE
10	69946993	69947225	2	2	FALSE	TRUE	TRUE
10	69947230	69947343	80	43	FALSE	TRUE	TRUE
10	69947348	69947794	3	7	TRUE	TRUE	TRUE
10	69947799	69947839	3	9	FALSE	TRUE	TRUE
10	69947844	69947926	3	289	FALSE	TRUE	FALSE
10	69947931	69948155	1	40	TRUE	TRUE	FALSE
10	69948160	69948287	0	4	FALSE	TRUE	TRUE
10	69948292	69948427	148	246	FALSE	TRUE	TRUE
10	69948432	69948505	11	8	FALSE	TRUE	TRUE
10	69948510	69948551	0	10	TRUE	FALSE	TRUE
10	69948556	69948610	24	9	FALSE	TRUE	TRUE
10	69948615	69948757	1476	1	FALSE	TRUE	TRUE
10	69948762	69948919	9	3	TRUE	FALSE	TRUE
10	69948924	69949012	6	0	FALSE	TRUE	TRUE
10	69949017	69949043	2	57	FALSE	TRUE	TRUE
10	69949048	69949323	852	10	TRUE	FALSE	TRUE
10	69949328	69949349	826	1	TRUE	FALSE	FALSE
10	69949354	69949363	4	1	FALSE	FALSE	FALSE
10	69949368	69949372	0	12	FALSE	FALSE	FALSE
10	69949377	69949427	0	208	FALSE	TRUE	TRUE
10	69949432	69949561	2	6	FALSE	TRUE	TRUE
10	69949566	69950142	0	4	TRUE	TRUE	FALSE
10	69950147	69950758	0	0	TRUE	TRUE	TRUE
10	69950763	69950824	13	503	FALSE	FALSE	TRUE
10	69950829	69951690	1	5	TRUE	TRUE	TRUE
10	69951695	69952051	0	1400	TRUE	TRUE	TRUE
10	69952056	69952113	3	485	FALSE	TRUE	TRUE
10	69952118	69953132	66	4	TRUE	TRUE	TRUE
10	69953137	69953365	0	0	FALSE	TRUE	TRUE
10	69953370	69953423	0	5	TRUE	FALSE	TRUE
10	69953428	69953511	3	6	TRUE	TRUE	FALSE
10	69953516	69953798	10	2	TRUE	TRUE	TRUE
10	69953803	69954195	0	0	FALSE	TRUE	TRUE
10	69954200	69954250	691	88	FALSE	TRUE	TRUE
10	69954255	69954903	9	2	TRUE	TRUE	TRUE
10	69954908	69955649	4	1	TRUE	TRUE	FALSE
10	69955654	69955705	0	0	FALSE	TRUE	TRUE
10	69955710	69955713	0	0	FALSE	FALSE	FALSE
10	69955718	69955840	42	2	FALSE	TRUE	FALSE
10	69955845	69955864	4	0	FALSE	FALSE	FALSE
10	69955869	69956189	33	2	FALSE	TRUE	TRUE
10	69956194	69956394	1	0	TRUE	TRUE	TRUE
10	69956399	69956440	9	0	FALSE	FALSE	TRUE
10	69956445	69957032	2	2	TRUE	FALSE	TRUE
10	69957037	69957091	0	0	FALSE	TRUE	TRUE
10	69957096	69957202	2	7	TRUE	FALSE	TRUE
10	69957207	69957250	3	334	FALSE	TRUE	TRUE
10	69957255	69957700	1	90	TRUE	FALSE	TRUE
10	69957705	69957724	0	0	FALSE	FALSE	FALSE
10	69957729	69957737	1	36	FALSE	FALSE	FALSE
10	69957742	69958035	12	2	FALSE	TRUE	TRUE
10	69958040	69958370	2	1	FALSE	TRUE	TRUE
10	69958375	69958441	515	0	FALSE	TRUE	TRUE
10	69958446	69958540	26	8	FALSE	TRUE	FALSE
10	69958545	69958580	0	0	FALSE	FALSE	FALSE
10	69958585	69958605	147	6	FALSE	FALSE	FALSE
10	69958610	69958722	50	2	FALSE	TRUE	FALSE
10	69958727	69958948	2	0	FALSE	TRUE	TRUE
10	69958953	69959014	0	0	FALSE	TRUE	TRUE
10	69959019	69959093	199	17	FALSE	TRUE	TRUE
10	69959098	69959152	11	9	FALSE	TRUE	TRUE
10	69959157	69959495	0	2	FALSE	TRUE	TRUE
10	69959500	69959527	525	30	FALSE	TRUE	TRUE
10	69959532	69959676	3	7	FALSE	TRUE	TRUE
10	69959681	69960018	0	0	TRUE	FALSE	TRUE
10	69960023	69960329	66	2	TRUE	TRUE	FALSE
10	69960334	69960551	7	1	FALSE	FALSE	TRUE
10	69960556	69960732	0	6	FALSE	TRUE	TRUE
10	69960737	69960990	3	5	FALSE	TRUE	TRUE
10	69960995	69961116	1	3	TRUE	FALSE	FALSE
10	69961121	69961152	1	94	FALSE	TRUE	TRUE
10	69961157	69961195	12	1	FALSE	TRUE	TRUE
10	69961200	69961338	1	5	TRUE	TRUE	FALSE
10	69961343	69961682	65	5	TRUE	TRUE	TRUE
10	69961687	69961924	152	0	TRUE	TRUE	TRUE
10	69961929	69962248	7	2	TRUE	FALSE	TRUE
10	69962253	69963080	3	2	TRUE	TRUE	TRUE
10	69963085	69963205	2	7	FALSE	FALSE	TRUE
10	69963210	69963293	15	3	FALSE	FALSE	TRUE
10	69963298	69963299	24	72	FALSE	FALSE	FALSE
10	69963304	69963566	3	28	FALSE	TRUE	TRUE
10	69963571	69963657	0	63	FALSE	TRUE	TRUE
10	69963662	69964058	4	8	FALSE	TRUE	TRUE
10	69964063	69964293	3	7	TRUE	TRUE	FALSE
10	69964298	69964334	1	18	FALSE	TRUE	TRUE
10	69964339	69964342	3	3	FALSE	FALSE	FALSE
10	69964347	69964682	0	483	TRUE	FALSE	TRUE
10	69964687	69964966	2	16	FALSE	TRUE	TRUE
10	69964971	69965303	1	3	TRUE	TRUE	TRUE
10	69965308	69965874	1328	10	TRUE	FALSE	TRUE
10	69965879	69965898	1	0	TRUE	FALSE	FALSE
10	69965903	69966364	3	122	TRUE	TRUE	TRUE
10	69966369	69966749	14	516	FALSE	TRUE	TRUE
10	69966754	69966874	2	3	TRUE	FALSE	FALSE
10	69966879	69967516	17	1	FALSE	FALSE	TRUE
10	69967521	69967564	4	8	FALSE	TRUE	TRUE
10	69967569	69969026	0	44	TRUE	TRUE	TRUE
10	69969031	69969114	2	11	FALSE	TRUE	TRUE
10	69969119	69969350	3	5	FALSE	TRUE	TRUE
10	69969355	69969501	2	1	FALSE	TRUE	TRUE
10	69969506	69969605	18	6	TRUE	FALSE	FALSE
10	69969610	69969648	2	8	FALSE	TRUE	TRUE
10	69969653	69969989	4	12	FALSE	FALSE	TRUE
10	69969994	69970070	3	2	TRUE	FALSE	FALSE
10	69970075	69970148	31	94	TRUE	TRUE	TRUE
10	69970153	69970171	31	5	FALSE	FALSE	FALSE
10	69970176	69970495	2	36	FALSE	TRUE	TRUE
10	69970500	69970668	5	1	FALSE	TRUE	TRUE
10	69970673	69970728	2	0	FALSE	TRUE	TRUE
10	69970733	69970881	1	2	FALSE	TRUE	TRUE
10	69970886	69971087	37	2	FALSE	TRUE	TRUE
10	69971092	69972602	25	342	TRUE	TRUE	TRUE
10	69972607	69972909	2	34	FALSE	TRUE	TRUE
10	69972914	69973636	9	2	TRUE	TRUE	TRUE
10	69973641	69973681	14	3	FALSE	TRUE	FALSE
10	69973686	69973761	2	1328	TRUE	FALSE	FALSE
10	69973766	69974092	0	42	TRUE	TRUE	TRUE
10	69974097	69974457	11	6	TRUE	TRUE	FALSE
10	69974462	69974502	1	0	FALSE	TRUE	FALSE
10	69974507	69974729	2	0	FALSE	FALSE	TRUE
10	69974734	69975023	122	2	FALSE	TRUE	TRUE
10	69975028	69975095	0	1	FALSE	TRUE	TRUE
10	69975100	69975206	2	20	FALSE	TRUE	TRUE
10	69975211	69975217	5	0	FALSE	FALSE	FALSE
10	69975222	69975378	0	1	TRUE	TRUE	TRUE
10	69975383	69975568	3	1	TRUE	FALSE	TRUE
10	69975573	69975690	18	53	FALSE	TRUE	TRUE
10	69975695	69975818	25	36	FALSE	TRUE	TRUE
10	69975823	69976065	1110	9	TRUE	TRUE	TRUE
10	69976070	69976105	0	4	FALSE	TRUE	TRUE
10	69976110	69976317	3	2	FALSE	TRUE	TRUE
10	69976322	69976934	0	10	TRUE	TRUE	TRUE
10	69976939	69977482	1	0	TRUE	TRUE	TRUE
10	69977487	69977519	2	1	TRUE	FALSE	FALSE
10	69977524	69977682	191	1	TRUE	FALSE	FALSE
10	69977687	69977689	15	4	FALSE	FALSE	FALSE
10	69977694	69977710	2	13	FALSE	FALSE	FALSE
10	69977715	69977747	3	0	FALSE	TRUE	TRUE
10	69977752	69977866	15	17	FALSE	TRUE	TRUE
10	69977871	69978098	213	2	TRUE	FALSE	TRUE
10	69978103	69978985	9	0	TRUE	TRUE	TRUE
10	69978990	69979339	94	10	FALSE	TRUE	TRUE
10	69979344	69979546	7	49	FALSE	TRUE	TRUE
10	69979551	69979743	1112	84	FALSE	TRUE	TRUE
10	69979748	69980601	9	3	TRUE	TRUE	FALSE
10	69980606	69980820	2	0	TRUE	FALSE	TRUE
10	69980825	69980969	5	8	FALSE	TRUE	TRUE
10	69980974	69981051	113	1	FALSE	TRUE	TRUE
10	69981056	69981158	1	33	FALSE	TRUE	TRUE
10	69981163	69981261	2	9	FALSE	TRUE	TRUE
10	69981266	69981884	53	2	TRUE	TRUE	FALSE
10	69981889	69981918	196	1	FALSE	TRUE	FALSE
10	69981923	69982199	2	7	TRUE	FALSE	TRUE
10	69982204	69982478	21	16	FALSE	TRUE	TRUE
10	69982483	69982623	41	1	FALSE	TRUE	TRUE
10	69982628	69982760	0	0	FALSE	TRUE	TRUE
10	69982765	69982814	13	3	FALSE	TRUE	TRUE
10	69982819	69982992	1	4	TRUE	TRUE	FALSE
10	69982997	69983007	6	8	FALSE	FALSE	FALSE
10	69983012	69983011	0	42	FALSE	FALSE	FALSE
10	69983016	69983100	1	4	TRUE	TRUE	TRUE
10	69983105	69983134	3	0	FALSE	TRUE	TRUE
10	69983139	69983260	0	1	FALSE	TRUE	TRUE
10	69983265	69983431	6	7	FALSE	TRUE	TRUE
10	69983436	69983502	2	141	TRUE	TRUE	FALSE
10	69983507	69983512	44	0	FALSE	FALSE	FALSE
10	69983517	69984468	0	40	TRUE	TRUE	TRUE
10	69984473	69984486	1	0	FALSE	FALSE	FALSE
10	69984491	69984606	6	6	TRUE	TRUE	FALSE
10	69984611	69984638	20	4	FALSE	FALSE	TRUE
10	69984643	69984757	1	50	FALSE	TRUE	TRUE
10	69984762	69984767	13	1	FALSE	FALSE	FALSE
10	69984772	69985316	4	2	TRUE	TRUE	TRUE
10	69985321	69985326	2	26	FALSE	FALSE	FALSE
10	69985331	69985461	0	7	TRUE	TRUE	FALSE
10	69985466	69985845	1	0	FALSE	TRUE	TRUE
10	69985850	69985976	0	3	FALSE	TRUE	TRUE
10	69985981	69986359	317	1	TRUE	TRUE	TRUE
10	69986364	69986411	0	0	TRUE	FALSE	FALSE
10	69986416	69988136	0	86	TRUE	TRUE	TRUE
10	69988141	69988908	43	1	TRUE	TRUE	TRUE
10	69988913	69989344	2	152	TRUE	TRUE	FALSE
10	69989349	69989424	1	3	TRUE	TRUE	FALSE
10	69989429	69989680	2	2	FALSE	TRUE	TRUE
10	69989685	69989737	5	7	FALSE	TRUE	TRUE
10	69989742	69989768	28	7	FALSE	TRUE	TRUE
10	69989773	69989833	0	12	FALSE	TRUE	TRUE
10	69989838	69990193	5	0	FALSE	TRUE	TRUE
10	69990198	69990355	0	25	FALSE	TRUE	TRUE
10	69990360	69990449	88	0	FALSE	TRUE	TRUE
10	69990454	69990486	26	103	FALSE	TRUE	TRUE
10	69990491	69991164	113	4	TRUE	TRUE	FALSE
10	69991169	69991275	0	0	FALSE	TRUE	TRUE
10	69991280	69991697	4	302	FALSE	TRUE	TRUE
10	69991702	69992801	1	4	FALSE	TRUE	TRUE
10	69992806	69993200	4	2	TRUE	FALSE	TRUE
10	69993205	69993242	4	4	TRUE	TRUE	FALSE
10	69993247	69993270	4	15	FALSE	FALSE	FALSE
10	69993275	69993565	4	24	FALSE	TRUE	TRUE
10	69993570	69993748	2	2	TRUE	TRUE	TRUE
10	69993753	69993877	3	138	FALSE	TRUE	TRUE
10	69993882	69994151	3	459	TRUE	TRUE	TRUE
10	69994156	69994497	1	4	TRUE	FALSE	FALSE
10	69994502	69994550	3	1	FALSE	TRUE	TRUE
10	69994555	69995081	0	39	TRUE	FALSE	TRUE
10	69995086	69995445	12	11	FALSE	TRUE	TRUE
10	69995450	69995613	8	9	TRUE	TRUE	TRUE
10	69995618	69995664	1	3	TRUE	TRUE	FALSE
10	69995669	69996239	0	0	TRUE	TRUE	FALSE
10	69996244	69996507	0	0	TRUE	FALSE	TRUE
10	69996512	69996683	1	0	FALSE	TRUE	TRUE
10	69996688	69997101	4	10	TRUE	TRUE	TRUE
10	69997106	69997160	1	0	TRUE	FALSE	TRUE
10	69997165	69997580	4	14	TRUE	TRUE	FALSE
10	69997585	69997627	1400	0	FALSE	TRUE	TRUE
10	69997632	69997683	1	2	FALSE	TRUE	FALSE
10	69997688	69998004	0	1	TRUE	TRUE	TRUE
10	69998009	69998158	2	0	FALSE	TRUE	TRUE
10	69998163	69998354	25	0	FALSE	TRUE	TRUE
10	69998359	69998456	459	5	FALSE	TRUE	TRUE
10	69998461	69998677	19	6	FALSE	TRUE	TRUE
10	69998682	69998722	9	78	FALSE	FALSE	FALSE
10	69998727	69999037	10	4	FALSE	FALSE	TRUE
10	69999042	69999864	1	6	TRUE	TRUE	TRUE
10	69999869	70000109	3	21	TRUE	TRUE	TRUE
10	70000114	70000199	0	18	TRUE	TRUE	TRUE
10	70000204	70000248	8	823	FALSE	TRUE	TRUE
10	70000253	70000328	0	0	FALSE	FALSE	FALSE
10	70000333	70000472	3	1154	FALSE	TRUE	TRUE
10	70000477	70000827	0	5	FALSE	TRUE	TRUE
10	70000832	70001193	9	45	TRUE	TRUE	TRUE
10	70001198	70001258	5	15	FALSE	TRUE	TRUE
10	70001263	70001499	0	4	TRUE	FALSE	TRUE
10	70001504	70001552	185	1366	FALSE	TRUE	TRUE
10	70001557	70001631	2	2	FALSE	TRUE	TRUE
10	70001636	70001676	8	4	FALSE	TRUE	TRUE
10	70001681	70001830	6	37	FALSE	TRUE	TRUE
10	70001835	70001838	208	2	FALSE	FALSE	FALSE
10	70001843	70001857	254	1	FALSE	FALSE	FALSE
10	70001862	70001995	0	15	TRUE	TRUE	FALSE
10	70002000	70002424	9	2	TRUE	TRUE	TRUE
10	70002429	70002601	2	8	TRUE	TRUE	FALSE
10	70002606	70002657	2	85	FALSE	TRUE	FALSE
10	70002662	70002737	0	1008	TRUE	FALSE	TRUE
10	70002742	70002793	2	5	TRUE	TRUE	FALSE
10	70002798	70002808	70	0	FALSE	FALSE	FALSE
10	70002813	70002933	10	0	FALSE	TRUE	TRUE
10	70002938	70002969	2	4	FALSE	TRUE	TRUE
10	70002974	70003103	0	0	TRUE	TRUE	TRUE
