"chromosomeName"	"start"	"end"	"readsL"	"readsR"	"isNonBlind"	"leftFragEndValid"	"rightFragEndValid"
10	69923167	69923725	16	572	TRUE	FALSE	TRUE
10	69923730	69923991	334	0	TRUE	TRUE	TRUE
10	69923996	69924006	0	77	FALSE	FALSE	FALSE
10	69924011	69924080	49	125	FALSE	TRUE	TRUE
10	69924085	69924108	129	69	FALSE	FALSE	FALSE
10	69924113	69924137	70	74	FALSE	FALSE	FALSE
10	69924142	69924204	75	0	FALSE	TRUE	TRUE
10	69924209	69924220	184	170	FALSE	FALSE	FALSE
10	69924225	69924253	92	159	FALSE	TRUE	TRUE
10	69924258	69924308	189	107	FALSE	TRUE	TRUE
10	69924313	69924479	51	138	FALSE	TRUE	TRUE
10	69924484	69924934	938	844	TRUE	TRUE	TRUE
10	69924939	69925023	932	565	TRUE	TRUE	TRUE
10	69925028	69925078	111	186	FALSE	FALSE	FALSE
10	69925083	69925249	932	557	TRUE	FALSE	TRUE
10	69925254	69925515	160	152	FALSE	TRUE	TRUE
10	69925520	69925991	975	906	TRUE	TRUE	TRUE
10	69925996	69926655	0	915	TRUE	TRUE	TRUE
10	69926660	69926888	965	898	TRUE	FALSE	TRUE
10	69926893	69927185	120	0	FALSE	TRUE	TRUE
10	69927190	69927246	77	0	FALSE	TRUE	TRUE
10	69927251	69927294	49	92	FALSE	TRUE	TRUE
10	69927299	69927427	135	0	FALSE	TRUE	TRUE
10	69927432	69927524	31	0	FALSE	TRUE	TRUE
10	69927529	69927871	17	883	TRUE	TRUE	TRUE
10	69927876	69927877	0	7	FALSE	FALSE	FALSE
10	69927882	69927895	0	39	FALSE	FALSE	FALSE
10	69927900	69928528	0	455	TRUE	TRUE	TRUE
10	69928533	69928538	0	2	FALSE	FALSE	FALSE
10	69928543	69928786	11	4	TRUE	TRUE	TRUE
10	69928791	69928827	162	0	FALSE	TRUE	TRUE
10	69928832	69928837	1	0	FALSE	FALSE	FALSE
10	69928842	69929177	1	21	TRUE	FALSE	TRUE
10	69929182	69929334	1	6	FALSE	TRUE	TRUE
10	69929339	69929412	2	0	FALSE	TRUE	TRUE
10	69929417	69929695	40	12	TRUE	TRUE	TRUE
10	69929700	69929954	0	22	TRUE	TRUE	TRUE
10	69929959	69930013	2	1	FALSE	TRUE	TRUE
10	69930018	69930054	0	4	FALSE	TRUE	TRUE
10	69930059	69930217	1	0	FALSE	TRUE	TRUE
10	69930222	69930630	2	236	TRUE	TRUE	TRUE
10	69930635	69930720	0	64	TRUE	FALSE	TRUE
10	69930725	69930765	0	0	FALSE	FALSE	FALSE
10	69930770	69930775	2	94	FALSE	FALSE	FALSE
10	69930780	69930859	1	2	FALSE	TRUE	FALSE
10	69930864	69931925	2	0	FALSE	FALSE	FALSE
10	69931930	69932689	3	4	TRUE	TRUE	FALSE
10	69932694	69933025	7	0	TRUE	TRUE	TRUE
10	69933030	69933033	0	33	FALSE	FALSE	FALSE
10	69933038	69933070	4	0	FALSE	TRUE	TRUE
10	69933075	69933559	2	258	TRUE	TRUE	TRUE
10	69933564	69933622	0	1	FALSE	TRUE	TRUE
10	69933627	69933702	161	9	TRUE	FALSE	FALSE
10	69933707	69933712	0	0	FALSE	FALSE	FALSE
10	69933717	69933921	5	0	FALSE	TRUE	TRUE
10	69933926	69934383	0	0	FALSE	TRUE	TRUE
10	69934388	69934410	13	0	FALSE	FALSE	FALSE
10	69934415	69934626	0	152	TRUE	TRUE	TRUE
10	69934631	69934706	237	7	TRUE	FALSE	TRUE
10	69934711	69934763	0	2	FALSE	TRUE	TRUE
10	69934768	69935046	1	9	TRUE	FALSE	TRUE
10	69935051	69935360	8	3	FALSE	TRUE	TRUE
10	69935365	69935432	38	0	TRUE	FALSE	TRUE
10	69935437	69935698	0	1	TRUE	TRUE	TRUE
10	69935703	69935908	8	0	TRUE	TRUE	TRUE
10	69935913	69936295	99	2	FALSE	TRUE	TRUE
10	69936300	69936446	0	0	FALSE	TRUE	TRUE
10	69936451	69936655	0	59	FALSE	TRUE	TRUE
10	69936660	69936924	2	0	TRUE	TRUE	TRUE
10	69936929	69936934	1	1	FALSE	FALSE	FALSE
10	69936939	69937001	0	1	FALSE	TRUE	TRUE
10	69937006	69937162	2	0	TRUE	TRUE	FALSE
10	69937167	69937167	2	3	FALSE	FALSE	FALSE
10	69937172	69937347	0	5	TRUE	TRUE	TRUE
10	69937352	69937545	0	1	FALSE	TRUE	TRUE
10	69937550	69937687	1	0	FALSE	TRUE	TRUE
10	69937692	69937717	0	26	FALSE	TRUE	TRUE
10	69937722	69938196	9	0	TRUE	TRUE	FALSE
10	69938201	69938423	0	0	TRUE	TRUE	FALSE
10	69938428	69938517	4	0	TRUE	TRUE	FALSE
10	69938522	69938541	0	1	FALSE	FALSE	FALSE
10	69938546	69938551	0	0	FALSE	FALSE	FALSE
10	69938556	69938915	3	0	FALSE	TRUE	TRUE
10	69938920	69938959	0	1	FALSE	TRUE	TRUE
10	69938964	69939100	0	9	FALSE	TRUE	TRUE
10	69939105	69939187	6	1	FALSE	TRUE	TRUE
10	69939192	69940492	0	30	TRUE	TRUE	TRUE
10	69940497	69941108	15	1	FALSE	TRUE	FALSE
10	69941113	69941200	2	0	FALSE	FALSE	TRUE
10	69941205	69941245	11	13	FALSE	TRUE	FALSE
10	69941250	69941325	5	26	TRUE	FALSE	FALSE
10	69941330	69941335	0	0	FALSE	FALSE	FALSE
10	69941340	69941437	19	10	TRUE	TRUE	TRUE
10	69941442	69942323	0	1	FALSE	TRUE	FALSE
10	69942328	69942372	0	8	FALSE	FALSE	TRUE
10	69942377	69942417	164	0	FALSE	TRUE	TRUE
10	69942422	69942543	3	384	TRUE	FALSE	FALSE
10	69942548	69942606	1	40	FALSE	TRUE	TRUE
10	69942611	69942912	171	0	FALSE	TRUE	TRUE
10	69942917	69943032	0	1	FALSE	TRUE	FALSE
10	69943037	69943638	31	2	TRUE	TRUE	TRUE
10	69943643	69943732	1	1	FALSE	TRUE	TRUE
10	69943737	69944111	63	22	TRUE	FALSE	FALSE
10	69944116	69944396	5	85	TRUE	TRUE	TRUE
10	69944401	69944876	131	1	TRUE	TRUE	FALSE
10	69944881	69945345	21	33	TRUE	TRUE	TRUE
10	69945350	69945372	15	0	TRUE	FALSE	FALSE
10	69945377	69945454	181	1	FALSE	TRUE	TRUE
10	69945459	69945567	35	0	FALSE	TRUE	TRUE
10	69945572	69945757	1	1	FALSE	TRUE	TRUE
10	69945762	69946224	0	0	TRUE	TRUE	TRUE
10	69946229	69946347	0	0	FALSE	TRUE	TRUE
10	69946352	69946409	0	0	FALSE	TRUE	TRUE
10	69946414	69946453	0	0	TRUE	FALSE	FALSE
10	69946458	69946853	6	0	TRUE	TRUE	TRUE
10	69946858	69946943	3	0	TRUE	FALSE	FALSE
10	69946948	69946988	2	0	FALSE	FALSE	TRUE
10	69946993	69947225	0	0	FALSE	TRUE	TRUE
10	69947230	69947343	16	9	FALSE	TRUE	TRUE
10	69947348	69947794	0	7	TRUE	TRUE	TRUE
10	69947799	69947839	1	2	FALSE	TRUE	TRUE
10	69947844	69947926	1	58	FALSE	TRUE	FALSE
10	69947931	69948155	1	40	TRUE	TRUE	FALSE
10	69948160	69948287	0	1	FALSE	TRUE	TRUE
10	69948292	69948427	30	49	FALSE	TRUE	TRUE
10	69948432	69948505	2	2	FALSE	TRUE	TRUE
10	69948510	69948551	0	10	TRUE	FALSE	TRUE
10	69948556	69948610	5	2	FALSE	TRUE	TRUE
10	69948615	69948757	185	0	FALSE	TRUE	TRUE
10	69948762	69948919	9	3	TRUE	FALSE	TRUE
10	69948924	69949012	1	0	FALSE	TRUE	TRUE
10	69949017	69949043	0	11	FALSE	TRUE	TRUE
10	69949048	69949323	852	10	TRUE	FALSE	TRUE
10	69949328	69949349	826	1	TRUE	FALSE	FALSE
10	69949354	69949363	1	0	FALSE	FALSE	FALSE
10	69949368	69949372	0	2	FALSE	FALSE	FALSE
10	69949377	69949427	0	42	FALSE	TRUE	TRUE
10	69949432	69949561	0	1	FALSE	TRUE	TRUE
10	69949566	69950142	0	4	TRUE	TRUE	FALSE
10	69950147	69950758	0	0	TRUE	TRUE	TRUE
10	69950763	69950824	3	101	FALSE	FALSE	TRUE
10	69950829	69951690	1	5	TRUE	TRUE	TRUE
10	69951695	69952051	0	893	TRUE	TRUE	TRUE
10	69952056	69952113	1	0	FALSE	TRUE	TRUE
10	69952118	69953132	66	4	TRUE	TRUE	TRUE
10	69953137	69953365	0	0	FALSE	TRUE	TRUE
10	69953370	69953423	0	5	TRUE	FALSE	TRUE
10	69953428	69953511	3	6	TRUE	TRUE	FALSE
10	69953516	69953798	10	2	TRUE	TRUE	TRUE
10	69953803	69954195	0	0	FALSE	TRUE	TRUE
10	69954200	69954250	138	18	FALSE	TRUE	TRUE
10	69954255	69954903	9	299	TRUE	TRUE	TRUE
10	69954908	69955649	0	542	TRUE	TRUE	FALSE
10	69955654	69955705	49	138	FALSE	TRUE	TRUE
10	69955710	69955713	18	119	FALSE	FALSE	FALSE
10	69955718	69955840	50	37	FALSE	TRUE	FALSE
10	69955845	69955864	72	85	FALSE	FALSE	FALSE
10	69955869	69956189	112	196	FALSE	TRUE	TRUE
10	69956194	69956394	637	548	TRUE	TRUE	TRUE
10	69956399	69956440	0	100	FALSE	FALSE	TRUE
10	69956445	69957032	966	1026	TRUE	FALSE	TRUE
10	69957037	69957091	230	194	FALSE	TRUE	TRUE
10	69957096	69957202	856	1086	TRUE	FALSE	TRUE
10	69957207	69957250	163	0	FALSE	TRUE	TRUE
10	69957255	69957700	1433	1309	TRUE	FALSE	TRUE
10	69957705	69957724	218	0	FALSE	FALSE	FALSE
10	69957729	69957737	314	225	FALSE	FALSE	FALSE
10	69957742	69958035	228	252	FALSE	TRUE	TRUE
10	69958040	69958370	268	183	FALSE	TRUE	TRUE
10	69958375	69958441	148	195	FALSE	TRUE	TRUE
10	69958446	69958540	136	165	FALSE	TRUE	FALSE
10	69958545	69958580	189	179	FALSE	FALSE	FALSE
10	69958585	69958605	164	141	FALSE	FALSE	FALSE
10	69958610	69958722	187	123	FALSE	TRUE	FALSE
10	69958727	69958948	157	159	FALSE	TRUE	TRUE
10	69958953	69959014	89	144	FALSE	TRUE	TRUE
10	69959019	69959093	82	127	FALSE	TRUE	TRUE
10	69959098	69959152	126	111	FALSE	TRUE	TRUE
10	69959157	69959495	114	116	FALSE	TRUE	TRUE
10	69959500	69959527	105	77	FALSE	TRUE	TRUE
10	69959532	69959676	0	91	FALSE	TRUE	TRUE
10	69959681	69960018	559	40	TRUE	FALSE	TRUE
10	69960023	69960329	214	73	TRUE	TRUE	FALSE
10	69960334	69960551	14	0	FALSE	FALSE	TRUE
10	69960556	69960732	18	15	FALSE	TRUE	TRUE
10	69960737	69960990	0	1	FALSE	TRUE	TRUE
10	69960995	69961116	4	0	TRUE	FALSE	FALSE
10	69961121	69961152	100	19	FALSE	TRUE	TRUE
10	69961157	69961195	2	30	FALSE	TRUE	TRUE
10	69961200	69961338	0	5	TRUE	TRUE	FALSE
10	69961343	69961682	65	5	TRUE	TRUE	TRUE
10	69961687	69961924	152	319	TRUE	TRUE	TRUE
10	69961929	69962248	7	2	TRUE	FALSE	TRUE
10	69962253	69963080	3	2	TRUE	TRUE	TRUE
10	69963085	69963205	0	1	FALSE	FALSE	TRUE
10	69963210	69963293	3	1	FALSE	FALSE	TRUE
10	69963298	69963299	5	14	FALSE	FALSE	FALSE
10	69963304	69963566	1	6	FALSE	TRUE	TRUE
10	69963571	69963657	60	13	FALSE	TRUE	TRUE
10	69963662	69964058	1	2	FALSE	TRUE	TRUE
10	69964063	69964293	3	7	TRUE	TRUE	FALSE
10	69964298	69964334	86	4	FALSE	TRUE	TRUE
10	69964339	69964342	1	0	FALSE	FALSE	FALSE
10	69964347	69964682	0	483	TRUE	FALSE	TRUE
10	69964687	69964966	1	3	FALSE	TRUE	TRUE
10	69964971	69965303	0	0	TRUE	TRUE	TRUE
10	69965308	69965874	608	10	TRUE	FALSE	TRUE
10	69965879	69965898	12	12	TRUE	FALSE	FALSE
10	69965903	69966364	5	122	TRUE	TRUE	TRUE
10	69966369	69966749	3	103	FALSE	TRUE	TRUE
10	69966754	69966874	0	0	TRUE	FALSE	FALSE
10	69966879	69967516	3	0	FALSE	FALSE	TRUE
10	69967521	69967564	72	2	FALSE	TRUE	TRUE
10	69967569	69969026	395	44	TRUE	TRUE	TRUE
10	69969031	69969114	0	0	FALSE	TRUE	TRUE
10	69969119	69969350	0	0	FALSE	TRUE	TRUE
10	69969355	69969501	68	68	FALSE	TRUE	TRUE
10	69969506	69969605	18	415	TRUE	FALSE	FALSE
10	69969610	69969648	56	56	FALSE	TRUE	TRUE
10	69969653	69969989	0	0	FALSE	FALSE	TRUE
10	69969994	69970070	0	0	TRUE	FALSE	FALSE
10	69970075	69970148	31	94	TRUE	TRUE	TRUE
10	69970153	69970171	6	0	FALSE	FALSE	FALSE
10	69970176	69970495	0	7	FALSE	TRUE	TRUE
10	69970500	69970668	0	0	FALSE	TRUE	TRUE
10	69970673	69970728	0	0	FALSE	TRUE	TRUE
10	69970733	69970881	0	0	FALSE	TRUE	TRUE
10	69970886	69971087	7	9	FALSE	TRUE	TRUE
10	69971092	69972602	25	342	TRUE	TRUE	TRUE
10	69972607	69972909	72	73	FALSE	TRUE	TRUE
10	69972914	69973636	221	229	TRUE	TRUE	TRUE
10	69973641	69973681	0	0	FALSE	TRUE	FALSE
10	69973686	69973761	261	953	TRUE	FALSE	FALSE
10	69973766	69974092	0	0	TRUE	TRUE	TRUE
10	69974097	69974457	548	553	TRUE	TRUE	FALSE
10	69974462	69974502	53	53	FALSE	TRUE	FALSE
10	69974507	69974729	52	53	FALSE	FALSE	TRUE
10	69974734	69975023	24	45	FALSE	TRUE	TRUE
10	69975028	69975095	74	74	FALSE	TRUE	TRUE
10	69975100	69975206	0	85	FALSE	TRUE	TRUE
10	69975211	69975217	0	86	FALSE	FALSE	FALSE
10	69975222	69975378	196	199	TRUE	TRUE	TRUE
10	69975383	69975568	369	372	TRUE	FALSE	TRUE
10	69975573	69975690	0	0	FALSE	TRUE	TRUE
10	69975695	69975818	46	46	FALSE	TRUE	TRUE
10	69975823	69976065	810	93	TRUE	TRUE	TRUE
10	69976070	69976105	80	81	FALSE	TRUE	TRUE
10	69976110	69976317	87	88	FALSE	TRUE	TRUE
10	69976322	69976934	168	182	TRUE	TRUE	TRUE
10	69976939	69977482	0	1	TRUE	TRUE	TRUE
10	69977487	69977519	443	443	TRUE	FALSE	FALSE
10	69977524	69977682	191	322	TRUE	FALSE	FALSE
10	69977687	69977689	14	14	FALSE	FALSE	FALSE
10	69977694	69977710	26	26	FALSE	FALSE	FALSE
10	69977715	69977747	12	12	FALSE	TRUE	TRUE
10	69977752	69977866	71	72	FALSE	TRUE	TRUE
10	69977871	69978098	213	617	TRUE	FALSE	TRUE
10	69978103	69978985	0	0	TRUE	TRUE	TRUE
10	69978990	69979339	5	7	FALSE	TRUE	TRUE
10	69979344	69979546	53	77	FALSE	TRUE	TRUE
10	69979551	69979743	152	42	FALSE	TRUE	TRUE
10	69979748	69980601	279	856	TRUE	TRUE	FALSE
10	69980606	69980820	821	859	TRUE	FALSE	TRUE
10	69980825	69980969	165	169	FALSE	TRUE	TRUE
10	69980974	69981051	170	126	FALSE	TRUE	TRUE
10	69981056	69981158	249	286	FALSE	TRUE	TRUE
10	69981163	69981261	283	350	FALSE	TRUE	TRUE
10	69981266	69981884	1138	2381	TRUE	TRUE	FALSE
10	69981889	69981918	560	411	FALSE	TRUE	FALSE
10	69981923	69982199	2298	2342	TRUE	FALSE	TRUE
10	69982204	69982478	541	361	FALSE	TRUE	TRUE
10	69982483	69982623	331	401	FALSE	TRUE	TRUE
10	69982628	69982760	458	413	FALSE	TRUE	TRUE
10	69982765	69982814	385	291	FALSE	TRUE	TRUE
10	69982819	69982992	1688	1625	TRUE	TRUE	FALSE
10	69982997	69983007	244	283	FALSE	FALSE	FALSE
10	69983012	69983011	320	0	FALSE	FALSE	FALSE
10	69983016	69983100	1289	1637	TRUE	TRUE	TRUE
10	69983105	69983134	346	349	FALSE	TRUE	TRUE
10	69983139	69983260	408	144	FALSE	TRUE	TRUE
10	69983265	69983431	266	272	FALSE	TRUE	TRUE
10	69983436	69983502	976	691	TRUE	TRUE	FALSE
10	69983507	69983512	173	195	FALSE	FALSE	FALSE
10	69983517	69984468	710	539	TRUE	TRUE	TRUE
10	69984473	69984486	131	131	FALSE	FALSE	FALSE
10	69984491	69984606	637	347	TRUE	TRUE	FALSE
10	69984611	69984638	107	83	FALSE	FALSE	TRUE
10	69984643	69984757	152	153	FALSE	TRUE	TRUE
10	69984762	69984767	136	137	FALSE	FALSE	FALSE
10	69984772	69985316	898	938	TRUE	TRUE	TRUE
10	69985321	69985326	177	177	FALSE	FALSE	FALSE
10	69985331	69985461	929	939	TRUE	TRUE	FALSE
10	69985466	69985845	123	129	FALSE	TRUE	TRUE
10	69985850	69985976	163	165	FALSE	TRUE	TRUE
10	69985981	69986359	867	586	TRUE	TRUE	TRUE
10	69986364	69986411	676	679	TRUE	FALSE	FALSE
10	69986416	69988136	726	0	TRUE	TRUE	TRUE
10	69988141	69988908	923	992	TRUE	TRUE	TRUE
10	69988913	69989344	967	0	TRUE	TRUE	FALSE
10	69989349	69989424	0	728	TRUE	TRUE	FALSE
10	69989429	69989680	193	198	FALSE	TRUE	TRUE
10	69989685	69989737	165	166	FALSE	TRUE	TRUE
10	69989742	69989768	160	161	FALSE	TRUE	TRUE
10	69989773	69989833	131	0	FALSE	TRUE	TRUE
10	69989838	69990193	221	235	FALSE	TRUE	TRUE
10	69990198	69990355	173	205	FALSE	TRUE	TRUE
10	69990360	69990449	191	193	FALSE	TRUE	TRUE
10	69990454	69990486	171	171	FALSE	TRUE	TRUE
10	69990491	69991164	1075	1216	TRUE	TRUE	FALSE
10	69991169	69991275	181	183	FALSE	TRUE	TRUE
10	69991280	69991697	184	226	FALSE	TRUE	TRUE
10	69991702	69992801	155	188	FALSE	TRUE	TRUE
10	69992806	69993200	926	1276	TRUE	FALSE	TRUE
10	69993205	69993242	584	1002	TRUE	TRUE	FALSE
10	69993247	69993270	274	255	FALSE	FALSE	FALSE
10	69993275	69993565	245	302	FALSE	TRUE	TRUE
10	69993570	69993748	1078	923	TRUE	TRUE	TRUE
10	69993753	69993877	305	265	FALSE	TRUE	TRUE
10	69993882	69994151	1440	1134	TRUE	TRUE	TRUE
10	69994156	69994497	664	753	TRUE	FALSE	FALSE
10	69994502	69994550	262	337	FALSE	TRUE	TRUE
10	69994555	69995081	1345	1162	TRUE	FALSE	TRUE
10	69995086	69995445	323	251	FALSE	TRUE	TRUE
10	69995450	69995613	1806	1550	TRUE	TRUE	TRUE
10	69995618	69995664	1174	1373	TRUE	TRUE	FALSE
10	69995669	69996239	1478	1357	TRUE	TRUE	FALSE
10	69996244	69996507	1313	1422	TRUE	FALSE	TRUE
10	69996512	69996683	362	387	FALSE	TRUE	TRUE
10	69996688	69997101	1926	2640	TRUE	TRUE	TRUE
10	69997106	69997160	2429	0	TRUE	FALSE	TRUE
10	69997165	69997580	0	3869	TRUE	TRUE	FALSE
10	69997585	69997627	726	706	FALSE	TRUE	TRUE
10	69997632	69997683	793	730	FALSE	TRUE	FALSE
10	69997688	69998004	3822	4488	TRUE	TRUE	TRUE
10	69998009	69998158	888	940	FALSE	TRUE	TRUE
10	69998163	69998354	1021	1114	FALSE	TRUE	TRUE
10	69998359	69998456	1045	1104	FALSE	TRUE	TRUE
10	69998461	69998677	1142	1252	FALSE	TRUE	TRUE
10	69998682	69998722	1252	1236	FALSE	FALSE	FALSE
10	69998727	69999037	1250	1336	FALSE	FALSE	TRUE
10	69999042	69999864	6863	7262	TRUE	TRUE	TRUE
10	69999869	70000109	7161	6989	TRUE	TRUE	TRUE
10	70000114	70000199	7394	7194	TRUE	TRUE	TRUE
10	70000204	70000248	0	1401	FALSE	TRUE	TRUE
10	70000253	70000328	1378	1408	FALSE	FALSE	FALSE
10	70000333	70000472	1368	1430	FALSE	TRUE	TRUE
10	70000477	70000827	1405	1287	FALSE	TRUE	TRUE
10	70000832	70001193	6220	5741	TRUE	TRUE	TRUE
10	70001198	70001258	1140	1171	FALSE	TRUE	TRUE
10	70001263	70001499	5476	5183	TRUE	FALSE	TRUE
10	70001504	70001552	1012	1016	FALSE	TRUE	TRUE
10	70001557	70001631	1044	1006	FALSE	TRUE	TRUE
10	70001636	70001676	1009	906	FALSE	TRUE	TRUE
10	70001681	70001830	941	892	FALSE	TRUE	TRUE
10	70001835	70001838	871	845	FALSE	FALSE	FALSE
10	70001843	70001857	919	840	FALSE	FALSE	FALSE
10	70001862	70001995	4326	3962	TRUE	TRUE	FALSE
10	70002000	70002424	4058	3048	TRUE	TRUE	TRUE
10	70002429	70002601	3083	2596	TRUE	TRUE	FALSE
10	70002606	70002657	585	534	FALSE	TRUE	FALSE
10	70002662	70002737	2399	2673	TRUE	FALSE	TRUE
10	70002742	70002793	0	2321	TRUE	TRUE	FALSE
10	70002798	70002808	461	426	FALSE	FALSE	FALSE
